id,title,ingredients,instructions,cuisine,rating,image_path,num_ingredients,prep_time,cook_time,cuisine_encoded,is_japanese,is_italian
it_000112,Traditional pizza with pine nuts,"capers, mozzarella, oregano, pine nuts, olive oil, guanciale","Heat oil in a skillet. Add capers, mozzarella, oregano and cook for 4 minutes. Season with salt and pepper to taste. Add pine nuts, olive oil and simmer for 8 minutes. Serve al dente. Garnish with parmesan.",italian,4.1,it_000112.jpg,6,38,94,0,0,1
it_004007,Traditional osso buco with pecorino romano,"capers, pecorino romano, porcini mushrooms, basil","Heat olive oil in a skillet. Add capers, pecorino romano, porcini mushrooms and cook for 10 minutes. Season with salt and pepper to taste. Add basil and simmer for 7 minutes. Serve with olive oil. Garnish with parmesan.",italian,3.9,it_004007.jpg,4,119,32,0,0,1
it_003272,Traditional marinara with white wine,"pancetta, mortadella, salami, white wine","Heat oil in a skillet. Add pancetta, mortadella, salami and cook for 4 minutes. Season with salt and pepper to taste. Add white wine and simmer for 9 minutes. Serve rustic style. Garnish with fresh herbs.",italian,4.6,it_003272.jpg,4,43,135,0,0,1
ja_004708,Classic steamed with shichimi togarashi,"ginger, rice vinegar, bonito flakes, shichimi togarashi","Heat olive oil in a skillet. Add ginger, rice vinegar, bonito flakes and cook for 6 minutes. Season with salt and pepper to taste. Add shichimi togarashi and simmer for 10 minutes. Serve tempura style. Garnish with lemon.",japanese,4.1,ja_004708.jpg,4,108,81,1,1,0
it_004421,Homemade pizza with mozzarella,"prosciutto, parsley, tomatoes, arborio rice, arugula, lemon, cannellini beans, mozzarella","Heat butter in a skillet. Add prosciutto, parsley, tomatoes and cook for 8 minutes. Season with salt and pepper to taste. Add arborio rice, arugula and simmer for 8 minutes. Serve al dente. Garnish with sesame seeds.",italian,2.5,it_004421.jpg,8,44,31,0,0,1
it_000304,Authentic carbonara with pesto,"bresaola, anchovies, pesto","Heat oil in a pan. Add bresaola, anchovies, pesto and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 14 minutes. Serve al dente. Garnish with sesame seeds.",italian,3.1,it_000304.jpg,3,77,126,0,0,1
it_002713,Rustic risotto with white wine,"focaccia, oregano, nduja, buffalo mozzarella, white wine, chianti, parsley","Heat butter in a pan. Add focaccia, oregano, nduja and cook for 3 minutes. Season with salt and pepper to taste. Add buffalo mozzarella, white wine and simmer for 5 minutes. Serve with parmesan. Garnish with fresh herbs.",italian,3.6,it_002713.jpg,7,34,110,0,0,1
ja_002550,Homestyle sashimi with mirin,"tuna, miso paste, yuzu, katsuobushi, green onions, mirin, tofu, edamame","Heat butter in a pan. Add tuna, miso paste, yuzu and cook for 8 minutes. Season with salt and pepper to taste. Add katsuobushi, green onions and simmer for 9 minutes. Serve with wasabi. Garnish with lemon.",japanese,2.5,ja_002550.jpg,8,94,87,1,1,0
ja_000523,Authentic sashimi with lotus root,"shichimi togarashi, lotus root, katsuobushi","Heat oil in a skillet. Add shichimi togarashi, lotus root, katsuobushi and cook for 9 minutes. Season with salt and pepper to taste. Add and simmer for 10 minutes. Serve with wasabi. Garnish with parmesan.",japanese,3.2,ja_000523.jpg,3,18,55,1,1,0
it_003383,Traditional risotto with pesto,"pecorino romano, mortadella, oregano, anchovies, ciabatta, black pepper, pesto","Heat butter in a pan. Add pecorino romano, mortadella, oregano and cook for 4 minutes. Season with salt and pepper to taste. Add anchovies, ciabatta and simmer for 13 minutes. Serve al dente. Garnish with lemon.",italian,2.8,it_003383.jpg,7,42,39,0,0,1
ja_001162,Modern steamed with katsuobushi,"seaweed, tuna, katsuobushi","Heat oil in a pan. Add seaweed, tuna, katsuobushi and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 13 minutes. Serve with dashi broth. Garnish with lemon.",japanese,4.8,ja_001162.jpg,3,107,28,1,1,0
it_004852,Rustic marinara with salami,"pasta, salami, anchovies","Heat oil in a skillet. Add pasta, salami, anchovies and cook for 7 minutes. Season with salt and pepper to taste. Add and simmer for 7 minutes. Serve with parmesan. Garnish with parmesan.",italian,4.7,it_004852.jpg,3,118,130,0,0,1
ja_002267,Authentic tempura with tofu,"rice, avocado, edamame, tofu, wasabi","Heat butter in a pan. Add rice, avocado, edamame and cook for 7 minutes. Season with salt and pepper to taste. Add tofu, wasabi and simmer for 14 minutes. Serve served with rice. Garnish with parmesan.",japanese,2.8,ja_002267.jpg,5,115,106,1,1,0
ja_004473,Traditional grilled with shichimi togarashi,"azuki beans, shichimi togarashi, miso paste, panko breadcrumbs, wakame, matcha, yuzu","Heat butter in a pan. Add azuki beans, shichimi togarashi, miso paste and cook for 5 minutes. Season with salt and pepper to taste. Add panko breadcrumbs, wakame and simmer for 12 minutes. Serve with dashi broth. Garnish with lemon.",japanese,4.9,ja_004473.jpg,7,36,56,1,1,0
ja_003544,Homestyle tempura with shoyu,"sake, karashi, shoyu","Heat oil in a pot. Add sake, karashi, shoyu and cook for 6 minutes. Season with salt and pepper to taste. Add and simmer for 10 minutes. Serve tempura style. Garnish with parmesan.",japanese,4.8,ja_003544.jpg,3,36,120,1,1,0
ja_004279,Modern tempura with wasabi,"yuzu, ramen noodles, bonito flakes, mochi, wasabi, azuki beans, sake","Heat butter in a pan. Add yuzu, ramen noodles, bonito flakes and cook for 4 minutes. Season with salt and pepper to taste. Add mochi, wasabi and simmer for 5 minutes. Serve served with rice. Garnish with parmesan.",japanese,4.0,ja_004279.jpg,7,41,144,1,1,0
ja_003576,Homestyle steamed with katsuobushi,"wakame, katsuobushi, dashi, nori","Heat olive oil in a skillet. Add wakame, katsuobushi, dashi and cook for 3 minutes. Season with salt and pepper to taste. Add nori and simmer for 12 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,3.8,ja_003576.jpg,4,25,95,1,1,0
it_004329,Authentic osso buco with white wine,"marinara sauce, cannellini beans, nduja, guanciale, ricotta, oregano, mascarpone, white wine","Heat oil in a skillet. Add marinara sauce, cannellini beans, nduja and cook for 7 minutes. Season with salt and pepper to taste. Add guanciale, ricotta and simmer for 8 minutes. Serve rustic style. Garnish with fresh herbs.",italian,2.9,it_004329.jpg,8,87,82,0,0,1
ja_004738,Classic steamed with bamboo shoots,"bamboo shoots, kombu, karashi, soy sauce","Heat oil in a pan. Add bamboo shoots, kombu, karashi and cook for 6 minutes. Season with salt and pepper to taste. Add soy sauce and simmer for 11 minutes. Serve served with rice. Garnish with sesame seeds.",japanese,4.8,ja_004738.jpg,4,37,93,1,1,0
ja_002667,Authentic miso-glazed with mirin,"mirin, sesame seeds, katsuobushi, tempura batter, wasabi, mochi, soy sauce","Heat butter in a pot. Add mirin, sesame seeds, katsuobushi and cook for 8 minutes. Season with salt and pepper to taste. Add tempura batter, wasabi and simmer for 14 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,2.8,ja_002667.jpg,7,103,54,1,1,0
ja_004205,Traditional steamed with cucumber,"wasabi, tofu, teriyaki sauce, lotus root, rice vinegar, cucumber, udon noodles","Heat butter in a skillet. Add wasabi, tofu, teriyaki sauce and cook for 3 minutes. Season with salt and pepper to taste. Add lotus root, rice vinegar and simmer for 13 minutes. Serve tempura style. Garnish with parmesan.",japanese,3.1,ja_004205.jpg,7,115,165,1,1,0
ja_002674,Classic grilled with shoyu,"sake, shoyu, pickled ginger, katsuobushi, kombu, ramen noodles","Heat butter in a skillet. Add sake, shoyu, pickled ginger and cook for 10 minutes. Season with salt and pepper to taste. Add katsuobushi, kombu and simmer for 8 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,2.9,ja_002674.jpg,6,51,15,1,1,0
it_001320,Homemade pasta with basil,"basil, sun-dried tomatoes, nduja, pine nuts","Heat butter in a skillet. Add basil, sun-dried tomatoes, nduja and cook for 3 minutes. Season with salt and pepper to taste. Add pine nuts and simmer for 6 minutes. Serve rustic style. Garnish with parmesan.",italian,2.8,it_001320.jpg,4,86,112,0,0,1
ja_003589,Modern steamed with green onions,"salmon, green onions, sesame oil, matcha, tuna, sesame seeds","Heat oil in a skillet. Add salmon, green onions, sesame oil and cook for 7 minutes. Season with salt and pepper to taste. Add matcha, tuna and simmer for 15 minutes. Serve with wasabi. Garnish with fresh herbs.",japanese,4.9,ja_003589.jpg,6,31,64,1,1,0
ja_003593,Modern tempura with tuna,"ginger, teriyaki sauce, wasabi, tuna, avocado, seaweed, shiitake mushrooms","Heat oil in a pot. Add ginger, teriyaki sauce, wasabi and cook for 9 minutes. Season with salt and pepper to taste. Add tuna, avocado and simmer for 7 minutes. Serve with dashi broth. Garnish with sesame seeds.",japanese,4.8,ja_003593.jpg,7,105,110,1,1,0
it_001663,Traditional carbonara with chianti,"gorgonzola, mascarpone, chianti, san marzano tomatoes, ricotta, focaccia, pine nuts","Heat olive oil in a pot. Add gorgonzola, mascarpone, chianti and cook for 8 minutes. Season with salt and pepper to taste. Add san marzano tomatoes, ricotta and simmer for 15 minutes. Serve rustic style. Garnish with fresh herbs.",italian,4.1,it_001663.jpg,7,39,124,0,0,1
it_003512,Authentic pasta with salami,"pancetta, cannellini beans, salami, bresaola, mozzarella, chianti, lemon","Heat olive oil in a skillet. Add pancetta, cannellini beans, salami and cook for 5 minutes. Season with salt and pepper to taste. Add bresaola, mozzarella and simmer for 10 minutes. Serve rustic style. Garnish with lemon.",italian,2.5,it_003512.jpg,7,100,137,0,0,1
ja_002600,Modern tempura with shoyu,"panko breadcrumbs, ginger, shoyu","Heat olive oil in a pot. Add panko breadcrumbs, ginger, shoyu and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 14 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,4.6,ja_002600.jpg,3,111,95,1,1,0
ja_000695,Traditional steamed with enoki mushrooms,"enoki mushrooms, azuki beans, rice, soy sauce, cucumber, nori","Heat oil in a pan. Add enoki mushrooms, azuki beans, rice and cook for 7 minutes. Season with salt and pepper to taste. Add soy sauce, cucumber and simmer for 5 minutes. Serve in soy-based sauce. Garnish with parmesan.",japanese,4.0,ja_000695.jpg,6,46,84,1,1,0
it_000878,Rustic marinara with chianti,"buffalo mozzarella, chianti, white wine, parmesan, prosciutto","Heat butter in a pot. Add buffalo mozzarella, chianti, white wine and cook for 5 minutes. Season with salt and pepper to taste. Add parmesan, prosciutto and simmer for 15 minutes. Serve al dente. Garnish with fresh herbs.",italian,2.6,it_000878.jpg,5,63,162,0,0,1
it_002768,Authentic risotto with truffle oil,"truffle oil, guanciale, ricotta, marinara sauce, capers","Heat butter in a skillet. Add truffle oil, guanciale, ricotta and cook for 4 minutes. Season with salt and pepper to taste. Add marinara sauce, capers and simmer for 10 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,4.4,it_002768.jpg,5,106,52,0,0,1
it_000400,Traditional marinara with pasta,"pancetta, sun-dried tomatoes, pasta","Heat oil in a skillet. Add pancetta, sun-dried tomatoes, pasta and cook for 3 minutes. Season with salt and pepper to taste. Add and simmer for 14 minutes. Serve al dente. Garnish with lemon.",italian,4.1,it_000400.jpg,3,47,138,0,0,1
it_001213,Rustic pasta with parmesan,"parmesan, pancetta, nduja","Heat butter in a pot. Add parmesan, pancetta, nduja and cook for 3 minutes. Season with salt and pepper to taste. Add and simmer for 11 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,2.9,it_001213.jpg,3,88,131,0,0,1
ja_002028,Classic teriyaki with mentaiko,"lotus root, cucumber, sesame seeds, mentaiko, kombu, tofu, bonito flakes","Heat oil in a skillet. Add lotus root, cucumber, sesame seeds and cook for 5 minutes. Season with salt and pepper to taste. Add mentaiko, kombu and simmer for 14 minutes. Serve with wasabi. Garnish with parmesan.",japanese,2.6,ja_002028.jpg,7,75,83,1,1,0
it_004176,Rustic pasta with olive oil,"oregano, ricotta, pancetta, pasta, focaccia, buffalo mozzarella, olive oil","Heat butter in a pot. Add oregano, ricotta, pancetta and cook for 3 minutes. Season with salt and pepper to taste. Add pasta, focaccia and simmer for 13 minutes. Serve al dente. Garnish with fresh herbs.",italian,3.0,it_004176.jpg,7,29,94,0,0,1
it_002175,Classic carbonara with sun-dried tomatoes,"chianti, arugula, anchovies, porcini mushrooms, truffle oil, mozzarella, pine nuts, sun-dried tomatoes","Heat oil in a pan. Add chianti, arugula, anchovies and cook for 10 minutes. Season with salt and pepper to taste. Add porcini mushrooms, truffle oil and simmer for 11 minutes. Serve rustic style. Garnish with sesame seeds.",italian,3.5,it_002175.jpg,8,112,143,0,0,1
ja_001914,Homestyle miso-glazed with azuki beans,"seaweed, katsuobushi, azuki beans, mentaiko, wasabi, sesame oil, ginger","Heat oil in a skillet. Add seaweed, katsuobushi, azuki beans and cook for 5 minutes. Season with salt and pepper to taste. Add mentaiko, wasabi and simmer for 8 minutes. Serve served with rice. Garnish with lemon.",japanese,4.2,ja_001914.jpg,7,85,22,1,1,0
it_001283,Rustic pizza with prosciutto,"ciabatta, capers, prosciutto, white wine, olive oil","Heat oil in a pot. Add ciabatta, capers, prosciutto and cook for 6 minutes. Season with salt and pepper to taste. Add white wine, olive oil and simmer for 12 minutes. Serve al dente. Garnish with fresh herbs.",italian,4.5,it_001283.jpg,5,22,115,0,0,1
it_004422,Authentic carbonara with rosemary,"rosemary, parmesan, olive oil, pine nuts, buffalo mozzarella","Heat olive oil in a pan. Add rosemary, parmesan, olive oil and cook for 7 minutes. Season with salt and pepper to taste. Add pine nuts, buffalo mozzarella and simmer for 10 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,3.7,it_004422.jpg,5,64,64,0,0,1
it_001517,Authentic marinara with lemon,"bresaola, lemon, capers, focaccia, pecorino romano","Heat olive oil in a pan. Add bresaola, lemon, capers and cook for 6 minutes. Season with salt and pepper to taste. Add focaccia, pecorino romano and simmer for 8 minutes. Serve rustic style. Garnish with sesame seeds.",italian,4.4,it_001517.jpg,5,66,11,0,0,1
it_000884,Traditional risotto with parsley,"white wine, parsley, truffle oil, cannellini beans, mozzarella, marinara sauce, capers, porcini mushrooms","Heat butter in a pot. Add white wine, parsley, truffle oil and cook for 9 minutes. Season with salt and pepper to taste. Add cannellini beans, mozzarella and simmer for 12 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.0,it_000884.jpg,8,18,16,0,0,1
it_003643,Classic pasta with pasta,"ricotta, pasta, ciabatta, oregano, mozzarella","Heat olive oil in a skillet. Add ricotta, pasta, ciabatta and cook for 10 minutes. Season with salt and pepper to taste. Add oregano, mozzarella and simmer for 5 minutes. Serve with olive oil. Garnish with lemon.",italian,4.0,it_003643.jpg,5,22,27,0,0,1
it_002172,Homemade marinara with parsley,"ricotta, buffalo mozzarella, san marzano tomatoes, black pepper, parsley","Heat oil in a pot. Add ricotta, buffalo mozzarella, san marzano tomatoes and cook for 3 minutes. Season with salt and pepper to taste. Add black pepper, parsley and simmer for 9 minutes. Serve rustic style. Garnish with fresh herbs.",italian,4.6,it_002172.jpg,5,92,22,0,0,1
it_003345,Authentic pasta with rosemary,"black pepper, prosciutto, oregano, ricotta, truffle oil, salami, arborio rice, rosemary","Heat butter in a pan. Add black pepper, prosciutto, oregano and cook for 5 minutes. Season with salt and pepper to taste. Add ricotta, truffle oil and simmer for 12 minutes. Serve with parmesan. Garnish with parmesan.",italian,3.9,it_003345.jpg,8,50,113,0,0,1
it_004799,Authentic risotto with guanciale,"parmesan, guanciale, buffalo mozzarella","Heat butter in a pot. Add parmesan, guanciale, buffalo mozzarella and cook for 4 minutes. Season with salt and pepper to taste. Add and simmer for 13 minutes. Serve al dente. Garnish with lemon.",italian,2.6,it_004799.jpg,3,63,101,0,0,1
ja_001109,Traditional tempura with yuzu,"yuzu, lotus root, rice vinegar, mentaiko, soy sauce, enoki mushrooms, mirin","Heat butter in a pan. Add yuzu, lotus root, rice vinegar and cook for 9 minutes. Season with salt and pepper to taste. Add mentaiko, soy sauce and simmer for 12 minutes. Serve in soy-based sauce. Garnish with sesame seeds.",japanese,4.2,ja_001109.jpg,7,38,58,1,1,0
ja_001979,Traditional tempura with shichimi togarashi,"bamboo shoots, shoyu, green onions, matcha, yuzu, shichimi togarashi","Heat olive oil in a pan. Add bamboo shoots, shoyu, green onions and cook for 9 minutes. Season with salt and pepper to taste. Add matcha, yuzu and simmer for 12 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,3.4,ja_001979.jpg,6,89,117,1,1,0
ja_000752,Classic steamed with dashi,"enoki mushrooms, azuki beans, dashi, bonito flakes","Heat oil in a pot. Add enoki mushrooms, azuki beans, dashi and cook for 7 minutes. Season with salt and pepper to taste. Add bonito flakes and simmer for 6 minutes. Serve tempura style. Garnish with lemon.",japanese,3.1,ja_000752.jpg,4,74,76,1,1,0
it_002523,Homemade pasta with bresaola,"oregano, bresaola, anchovies, pesto, balsamic vinegar","Heat oil in a pot. Add oregano, bresaola, anchovies and cook for 7 minutes. Season with salt and pepper to taste. Add pesto, balsamic vinegar and simmer for 15 minutes. Serve in tomato sauce. Garnish with fresh herbs.",italian,3.3,it_002523.jpg,5,39,73,0,0,1
ja_002769,Modern grilled with salmon,"yuzu, tofu, tuna, salmon, ramen noodles, pickled ginger","Heat oil in a pan. Add yuzu, tofu, tuna and cook for 5 minutes. Season with salt and pepper to taste. Add salmon, ramen noodles and simmer for 13 minutes. Serve served with rice. Garnish with parmesan.",japanese,4.4,ja_002769.jpg,6,66,88,1,1,0
ja_002120,Classic miso-glazed with daikon radish,"daikon radish, seaweed, lotus root, yuzu","Heat butter in a pan. Add daikon radish, seaweed, lotus root and cook for 10 minutes. Season with salt and pepper to taste. Add yuzu and simmer for 14 minutes. Serve with dashi broth. Garnish with fresh herbs.",japanese,4.1,ja_002120.jpg,4,111,113,1,1,0
ja_001254,Modern grilled with tuna,"seaweed, tuna, edamame","Heat olive oil in a pot. Add seaweed, tuna, edamame and cook for 5 minutes. Season with salt and pepper to taste. Add and simmer for 5 minutes. Serve in soy-based sauce. Garnish with lemon.",japanese,2.9,ja_001254.jpg,3,51,39,1,1,0
it_002314,Classic marinara with salami,"basil, nduja, salami","Heat oil in a skillet. Add basil, nduja, salami and cook for 6 minutes. Season with salt and pepper to taste. Add and simmer for 13 minutes. Serve rustic style. Garnish with fresh herbs.",italian,3.9,it_002314.jpg,3,32,101,0,0,1
it_003014,Classic pasta with ricotta,"ricotta, mortadella, ciabatta, marinara sauce","Heat butter in a skillet. Add ricotta, mortadella, ciabatta and cook for 9 minutes. Season with salt and pepper to taste. Add marinara sauce and simmer for 10 minutes. Serve rustic style. Garnish with sesame seeds.",italian,4.3,it_003014.jpg,4,34,29,0,0,1
it_004829,Homemade risotto with mascarpone,"mozzarella, olive oil, black pepper, guanciale, lemon, rosemary, mascarpone","Heat butter in a pot. Add mozzarella, olive oil, black pepper and cook for 10 minutes. Season with salt and pepper to taste. Add guanciale, lemon and simmer for 12 minutes. Serve in tomato sauce. Garnish with parmesan.",italian,3.6,it_004829.jpg,7,71,52,0,0,1
it_004643,Authentic carbonara with mascarpone,"mortadella, anchovies, truffle oil, arugula, nduja, basil, mascarpone","Heat butter in a skillet. Add mortadella, anchovies, truffle oil and cook for 3 minutes. Season with salt and pepper to taste. Add arugula, nduja and simmer for 9 minutes. Serve rustic style. Garnish with parmesan.",italian,2.6,it_004643.jpg,7,84,81,0,0,1
it_002518,Rustic pizza with bresaola,"porcini mushrooms, mozzarella, bresaola, olive oil, capers","Heat oil in a skillet. Add porcini mushrooms, mozzarella, bresaola and cook for 9 minutes. Season with salt and pepper to taste. Add olive oil, capers and simmer for 10 minutes. Serve with parmesan. Garnish with sesame seeds.",italian,3.6,it_002518.jpg,5,89,128,0,0,1
it_001595,Authentic marinara with ciabatta,"mozzarella, pesto, lemon, tomatoes, ciabatta, basil","Heat olive oil in a skillet. Add mozzarella, pesto, lemon and cook for 4 minutes. Season with salt and pepper to taste. Add tomatoes, ciabatta and simmer for 6 minutes. Serve al dente. Garnish with fresh herbs.",italian,3.7,it_001595.jpg,6,30,72,0,0,1
it_003209,Classic pizza with basil,"focaccia, porcini mushrooms, basil, pancetta, pasta, ricotta, lemon, rosemary","Heat olive oil in a pot. Add focaccia, porcini mushrooms, basil and cook for 7 minutes. Season with salt and pepper to taste. Add pancetta, pasta and simmer for 11 minutes. Serve with olive oil. Garnish with fresh herbs.",italian,4.1,it_003209.jpg,8,67,43,0,0,1
ja_000717,Classic steamed with green onions,"yuzu, green onions, sake, tempura batter, avocado, wasabi","Heat olive oil in a pan. Add yuzu, green onions, sake and cook for 5 minutes. Season with salt and pepper to taste. Add tempura batter, avocado and simmer for 5 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,4.9,ja_000717.jpg,6,84,147,1,1,0
it_003983,Authentic pizza with porcini mushrooms,"mozzarella, oregano, porcini mushrooms, capers, tomatoes","Heat olive oil in a pan. Add mozzarella, oregano, porcini mushrooms and cook for 5 minutes. Season with salt and pepper to taste. Add capers, tomatoes and simmer for 5 minutes. Serve rustic style. Garnish with sesame seeds.",italian,4.9,it_003983.jpg,5,64,86,0,0,1
ja_003362,Classic tempura with ramen noodles,"green onions, teriyaki sauce, dashi, ramen noodles, tofu, sake","Heat butter in a pan. Add green onions, teriyaki sauce, dashi and cook for 3 minutes. Season with salt and pepper to taste. Add ramen noodles, tofu and simmer for 10 minutes. Serve served with rice. Garnish with sesame seeds.",japanese,4.7,ja_003362.jpg,6,113,88,1,1,0
ja_000282,Modern tempura with daikon radish,"kombu, daikon radish, yuzu, soy sauce","Heat olive oil in a pan. Add kombu, daikon radish, yuzu and cook for 6 minutes. Season with salt and pepper to taste. Add soy sauce and simmer for 14 minutes. Serve served with rice. Garnish with fresh herbs.",japanese,3.4,ja_000282.jpg,4,98,10,1,1,0
it_000717,Traditional marinara with arugula,"arugula, parsley, basil","Heat butter in a skillet. Add arugula, parsley, basil and cook for 9 minutes. Season with salt and pepper to taste. Add and simmer for 15 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,4.9,it_000717.jpg,3,113,82,0,0,1
it_000627,Authentic pasta with basil,"white wine, black pepper, rosemary, basil, ciabatta, pancetta, mozzarella, garlic","Heat butter in a pot. Add white wine, black pepper, rosemary and cook for 3 minutes. Season with salt and pepper to taste. Add basil, ciabatta and simmer for 10 minutes. Serve in tomato sauce. Garnish with sesame seeds.",italian,3.7,it_000627.jpg,8,88,146,0,0,1
it_004484,Rustic marinara with pecorino romano,"arborio rice, focaccia, ciabatta, basil, lemon, anchovies, pecorino romano, olive oil","Heat butter in a pan. Add arborio rice, focaccia, ciabatta and cook for 6 minutes. Season with salt and pepper to taste. Add basil, lemon and simmer for 7 minutes. Serve al dente. Garnish with parmesan.",italian,3.1,it_004484.jpg,8,80,142,0,0,1
ja_004222,Homestyle teriyaki with nori,"nori, bamboo shoots, mirin, edamame, shichimi togarashi","Heat olive oil in a pot. Add nori, bamboo shoots, mirin and cook for 10 minutes. Season with salt and pepper to taste. Add edamame, shichimi togarashi and simmer for 8 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,3.6,ja_004222.jpg,5,90,34,1,1,0
ja_001326,Homestyle miso-glazed with miso paste,"miso paste, matcha, sesame seeds, udon noodles, yuzu, karashi, mirin, pickled ginger","Heat olive oil in a skillet. Add miso paste, matcha, sesame seeds and cook for 8 minutes. Season with salt and pepper to taste. Add udon noodles, yuzu and simmer for 10 minutes. Serve with dashi broth. Garnish with lemon.",japanese,4.8,ja_001326.jpg,8,75,114,1,1,0
it_001840,Authentic pizza with bresaola,"san marzano tomatoes, ricotta, pancetta, mozzarella, bresaola","Heat olive oil in a pan. Add san marzano tomatoes, ricotta, pancetta and cook for 5 minutes. Season with salt and pepper to taste. Add mozzarella, bresaola and simmer for 15 minutes. Serve with olive oil. Garnish with parmesan.",italian,2.9,it_001840.jpg,5,22,12,0,0,1
ja_003243,Homestyle teriyaki with bonito flakes,"yuzu, bonito flakes, shichimi togarashi, sesame seeds, udon noodles, bamboo shoots","Heat butter in a skillet. Add yuzu, bonito flakes, shichimi togarashi and cook for 3 minutes. Season with salt and pepper to taste. Add sesame seeds, udon noodles and simmer for 12 minutes. Serve served with rice. Garnish with fresh herbs.",japanese,2.6,ja_003243.jpg,6,53,166,1,1,0
it_004501,Rustic pasta with mozzarella,"balsamic vinegar, prosciutto, focaccia, rosemary, mortadella, mozzarella","Heat olive oil in a skillet. Add balsamic vinegar, prosciutto, focaccia and cook for 3 minutes. Season with salt and pepper to taste. Add rosemary, mortadella and simmer for 6 minutes. Serve in tomato sauce. Garnish with fresh herbs.",italian,4.5,it_004501.jpg,6,109,123,0,0,1
ja_002764,Traditional grilled with pickled ginger,"sesame oil, nori, azuki beans, pickled ginger, ginger, teriyaki sauce, wakame","Heat oil in a skillet. Add sesame oil, nori, azuki beans and cook for 4 minutes. Season with salt and pepper to taste. Add pickled ginger, ginger and simmer for 11 minutes. Serve tempura style. Garnish with fresh herbs.",japanese,3.1,ja_002764.jpg,7,73,24,1,1,0
ja_001540,Modern sashimi with seaweed,"seaweed, sake, kombu, wasabi, soy sauce, daikon radish, mochi","Heat olive oil in a pan. Add seaweed, sake, kombu and cook for 9 minutes. Season with salt and pepper to taste. Add wasabi, soy sauce and simmer for 15 minutes. Serve tempura style. Garnish with parmesan.",japanese,3.6,ja_001540.jpg,7,31,94,1,1,0
ja_002500,Modern teriyaki with tofu,"rice vinegar, sesame seeds, kombu, tofu","Heat oil in a pot. Add rice vinegar, sesame seeds, kombu and cook for 4 minutes. Season with salt and pepper to taste. Add tofu and simmer for 14 minutes. Serve served with rice. Garnish with fresh herbs.",japanese,3.6,ja_002500.jpg,4,64,105,1,1,0
ja_003722,Homestyle miso-glazed with tempura batter,"wakame, udon noodles, tempura batter, ramen noodles","Heat olive oil in a pot. Add wakame, udon noodles, tempura batter and cook for 9 minutes. Season with salt and pepper to taste. Add ramen noodles and simmer for 12 minutes. Serve with wasabi. Garnish with lemon.",japanese,3.7,ja_003722.jpg,4,55,158,1,1,0
ja_001824,Modern steamed with edamame,"rice vinegar, sesame seeds, salmon, edamame, bamboo shoots","Heat butter in a pot. Add rice vinegar, sesame seeds, salmon and cook for 4 minutes. Season with salt and pepper to taste. Add edamame, bamboo shoots and simmer for 5 minutes. Serve in soy-based sauce. Garnish with sesame seeds.",japanese,3.5,ja_001824.jpg,5,74,91,1,1,0
ja_001773,Modern miso-glazed with panko breadcrumbs,"sake, panko breadcrumbs, dashi, wasabi, bonito flakes, sesame seeds, enoki mushrooms","Heat olive oil in a pot. Add sake, panko breadcrumbs, dashi and cook for 8 minutes. Season with salt and pepper to taste. Add wasabi, bonito flakes and simmer for 15 minutes. Serve tempura style. Garnish with sesame seeds.",japanese,3.2,ja_001773.jpg,7,71,121,1,1,0
ja_001726,Modern tempura with wakame,"tempura batter, wakame, cucumber, lotus root, panko breadcrumbs","Heat olive oil in a skillet. Add tempura batter, wakame, cucumber and cook for 10 minutes. Season with salt and pepper to taste. Add lotus root, panko breadcrumbs and simmer for 9 minutes. Serve with dashi broth. Garnish with lemon.",japanese,3.7,ja_001726.jpg,5,74,117,1,1,0
it_000854,Homemade marinara with lemon,"gorgonzola, mortadella, black pepper, truffle oil, lemon, anchovies, rosemary","Heat olive oil in a skillet. Add gorgonzola, mortadella, black pepper and cook for 3 minutes. Season with salt and pepper to taste. Add truffle oil, lemon and simmer for 13 minutes. Serve in tomato sauce. Garnish with lemon.",italian,4.9,it_000854.jpg,7,95,111,0,0,1
it_000726,Classic pizza with ricotta,"truffle oil, lemon, ricotta, tomatoes","Heat oil in a pot. Add truffle oil, lemon, ricotta and cook for 6 minutes. Season with salt and pepper to taste. Add tomatoes and simmer for 14 minutes. Serve with olive oil. Garnish with sesame seeds.",italian,4.7,it_000726.jpg,4,109,21,0,0,1
